scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Cibotiaceae Korall,family,accepted,"A. R. Sm. et al., Taxon 55(3): 705-731 (2006)","1 genus, 10 spp.",NA,Cyatheales A. B. Frank,3a73658e9141969689e9a720631c8af4,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Cibotioideae B. K. Nayar,family,synonym,Taxon 19: 234 (1970),NA,Cibotiaceae Korall,Cyatheales A. B. Frank,af2413f3af5b4933105ccadd49909c94,3a73658e9141969689e9a720631c8af4,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Cibotium Kaulf.,genus,accepted,Berlin. Jahrb. Pharm. Verbundenen Wiss. 21: 53 (1820),"Distribution: 5 spp. SE-Asia, 2 Mexico and Central America, 4 Hawaii",NA,Cibotiaceae Korall,4342715141c94af7af78925ef084651c,NA,3a73658e9141969689e9a720631c8af4,NA,NA,NA
Dicksonia sect. Cibotium Hook. & Baker,genus,synonym,NA,NA,Cibotium Kaulf.,Cibotiaceae Korall,6e6448789618f94aa7b088a81ddfa1e9,4342715141c94af7af78925ef084651c,3a73658e9141969689e9a720631c8af4,NA,NA,NA
Hiatea Menzies ms. ex Hook.,genus,synonym,Sp. Fil. 1: 82 (1844),NA,Cibotium Kaulf.,Cibotiaceae Korall,7e823b108bea7bc115b09e69e47dfe09,4342715141c94af7af78925ef084651c,3a73658e9141969689e9a720631c8af4,NA,NA,NA
Microcibotium Hayata,genus,synonym,Bot. Mag. (Tokyo) 43: 316 (1929),NA,Cibotium Kaulf.,Cibotiaceae Korall,cbb17fbf940787a4e9a837dd98974527,4342715141c94af7af78925ef084651c,3a73658e9141969689e9a720631c8af4,NA,NA,NA
Pinonia Gaudich,genus,synonym,"Ann. Sci. Nat., Bot., sér. III, 507 (1824)",NA,Cibotium Kaulf.,Cibotiaceae Korall,fb038d5d438338aa8e9fa52a5c993276,4342715141c94af7af78925ef084651c,3a73658e9141969689e9a720631c8af4,NA,NA,NA
Culcitaceae Pic. Serm.,family,accepted,Webbia 24: 702 (1970),"1 genus, 2 spp.",NA,Cyatheales A. B. Frank,0474f86ec3d3d4185baee99ae2f86458,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Culcita C. Presl,genus,accepted,Tent. Pterid. 135 (1836),"Distribution: Neotropics, W-Mediterranean",NA,Culcitaceae Pic. Serm.,651dae0a3c2298e6a8e078f0b9adf484,NA,0474f86ec3d3d4185baee99ae2f86458,NA,NA,NA
Dicksonia subgen. Balantium Hook.,genus,synonym,NA,NA,Culcita C. Presl,Culcitaceae Pic. Serm.,64790570833b6ed7571714d79393511e,651dae0a3c2298e6a8e078f0b9adf484,0474f86ec3d3d4185baee99ae2f86458,NA,NA,NA
Cyatheaceae Kaulf.,family,accepted,Wes. d. Farrnkr. 119 (1827),"4 genera, ca. 700 spp. Recent monographs tended to lump everything in Cyathea s. lat., but PPG-I separates again the 3 genera, and Dong et al. (2018) additionally reinstate Gymnosphaera, followed by Loiseau et al. 2019.",NA,Cyatheales A. B. Frank,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Alsophilaceae C. Presl,family,synonym,Gefässb. Stipes Farrnkr. 32 (1847),NA,Cyatheaceae Kaulf.,Cyatheales A. B. Frank,484fb080878faedf09bf9b0a93277e04,13bc7f0a4838a96e1e2fdff6b9fb4838,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Cyatheoideae Endl.,family,synonym,Gen. Pl. [Endlicher] 63 (1836),NA,Cyatheaceae Kaulf.,Cyatheales A. B. Frank,edfcb3bb3bdfde86283a9ac9d9c11ee1,13bc7f0a4838a96e1e2fdff6b9fb4838,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Hymenophyllopsidaceae Pic. Serm.,family,synonym,Webbia 24: 712 (1970),NA,Cyatheaceae Kaulf.,Cyatheales A. B. Frank,a788ed7c8fadf75a741665a14be2a448,13bc7f0a4838a96e1e2fdff6b9fb4838,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Alsophila R. Br.,genus,accepted,Prodr. Fl. Nov. Holland. 158 (1810),"Distribution: Pantropics, mostly Old World (many Madagascar). Some species listed here might belong in Cyathea s. str. pending molecular results.",NA,Cyatheaceae Kaulf.,69a4cd76a187e3f42e6690532887b081,NA,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Amphicosmia Gardner,genus,ambiguous synonym,Lond. J. Bot. 1: 441 (1842),NA,Alsophila R. Br.,Cyatheaceae Kaulf.,78823a2bda9a046b44b592aaf9276371,69a4cd76a187e3f42e6690532887b081,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Dichorexia C. Presl,genus,ambiguous synonym,Gefässb. Stipes Farrnkr. 36 (1847),NA,Alsophila R. Br.,Cyatheaceae Kaulf.,7e603e57b1665f6248458e21a345ff59,69a4cd76a187e3f42e6690532887b081,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Nephelea R. M. Tryon,genus,ambiguous synonym,Contr. Gray Herb. 200: 37 (1970),NA,Alsophila R. Br.,Cyatheaceae Kaulf.,182b6566d964f9ff0f3cf5256cf241fd,69a4cd76a187e3f42e6690532887b081,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Thysanobotrya Alderw.,genus,ambiguous synonym,"Bull. Jard. Bot. Buitenzorg, sér. 2, 28: 669, t. 10 (1918)",NA,Alsophila R. Br.,Cyatheaceae Kaulf.,32c7ec6618a3ab9e106811b993fef3fa,69a4cd76a187e3f42e6690532887b081,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cyathea Sm.,genus,accepted,Mém. Acad. Turin 5: 4 (1793) (s. str.),"Distribution: Mostly tropical America, very few Old World (Pacific, Papuasia)",NA,Cyatheaceae Kaulf.,8c38ec485f837d9eae5f8d3118ae2bd2,NA,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Acanthea Lindig,genus,synonym,Contr. Colomb. Cienc. 2: 34 (1861),NA,Cyathea Sm.,Cyatheaceae Kaulf.,d24baf916a97eadbe2ebe48e7ac4292a,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Actinophlebia C. Presl,genus,synonym,"Gefässb. Stipes Farrnkr. 47 (1847), et Abh. Königl. Böhm. Ges. Wiss., Math.-Naturw. Cl. V. 6. 355 (1848)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,553b1271d1b17f0f1ed14ce3b8a69478,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Amphicosmia Gardner,genus,ambiguous synonym,London J. Bot. 1: 441 (1842),NA,Cyathea Sm.,Cyatheaceae Kaulf.,c6418beddece0bc48f96f82e079e1d1a,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Chnoophora Kaulf.,genus,synonym,Enum. Filic. 250 (1824) (nom. superfl.),NA,Cyathea Sm.,Cyatheaceae Kaulf.,f1441ade5c10c7b1edc204e52fc251d3,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cnemidaria C. Presl,genus,synonym,Tent. Pterid. 56 (1836),NA,Cyathea Sm.,Cyatheaceae Kaulf.,63b4bc6c1c9dd69e4438134387a6031b,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cnemidopteris Rchb.,genus,synonym,"Deut. Bot. Herb.-Buch, Index gen et subgen.: 148, 235 (1841)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,43e29ab953597c61ef196defa04e9c53,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cormophyllum Newman,genus,synonym,Phytol. 5: 237 (1856) (nom. superfl.),NA,Cyathea Sm.,Cyatheaceae Kaulf.,e0df5e18ac76e3e15171be85ff529029,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cyathea subgen. Hymenophyllopsis (K. I. Goebel) Christenh.,genus,synonym,Phytotaxa 1: 38 (2009),NA,Cyathea Sm.,Cyatheaceae Kaulf.,0a0b33e3d6b0fbe6e2f04a633e6d4f2b,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Dichorexia C. Presl,genus,ambiguous synonym,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 5: 344 (1848)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,22760850fe9e788e5dd8e06988a634fa,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Disphenia C. Presl,genus,synonym,Tent. Pterid. 55 (1836) (nom. superfl.),NA,Cyathea Sm.,Cyatheaceae Kaulf.,44aecb8dabc269a225a87938347384c1,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Eatoniopteris J. Bommer,genus,ambiguous synonym,Bull. Soc. Bot. France 20(Sess. Extraord.): xix (1874),NA,Cyathea Sm.,Cyatheaceae Kaulf.,b968c3fa3c931def2b05e34809b3c5bd,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Fourniera J. Bommer,genus,ambiguous synonym,Bull. Soc. Bot. France 20(Sess. Extraord.): xix (1874),NA,Cyathea Sm.,Cyatheaceae Kaulf.,3d59c218bfb2c8b4d878dec0f69e9c4e,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Gymnopremnon Lindig,genus,synonym,Contr. Colomb. Cienc. 2: 34 (1861),NA,Cyathea Sm.,Cyatheaceae Kaulf.,1c3dd36320cbee8696834f67d2d8b1f9,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Hemistegia C. Presl,genus,synonym,"Gefässb. Stipes Farrnkr. 46 (1847), et Abh. Königl. Böhm. Ges. Wiss., Math.-Naturw. Cl. V, 5: 354 (1848)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,500d80a2f761e57467a0ede666a8ac79,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Hemitelia R. Br.,genus,synonym,Prodr. Fl. Nov. Holland. 158 (1810),NA,Cyathea Sm.,Cyatheaceae Kaulf.,0f1e9605612e6fdd25de4eaed521adce,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Hemiteliella Diels,genus,synonym,"Engl. & Prantl, Nat. Pflanzenfam. 16: 132 (1899)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,8a36af6019a58cdcc6572d5e4571f52a,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Hymenophyllopsis Goebel,genus,synonym,"Flora 124: 3, 21 (1929)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,d9ddf530455fe00579084ea32e21f250,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Microstegnus C. Presl,genus,synonym,"Gefässb. Stipes Farrnkr. 45 (1847), et Abh. Königl. Böhm. Ges. Wiss., Math.-Naturw. Cl. V, 5: 353 (1848)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,883b908fcd7ff49160aef627aa3c009b,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Nephelea R. M. Tryon,genus,ambiguous synonym,Contr. Gray Herb. 200: 37 (1970),NA,Cyathea Sm.,Cyatheaceae Kaulf.,f13b4ae48fa6f6a44075c409fdd9dd2e,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Schizocaena J. Sm.,genus,ambiguous synonym,"Hook., Gen. Fil. t. 2 (1838)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,b5a22004626b61d7430b7a07582baae5,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Thysanobotrya Alderw.,genus,ambiguous synonym,"Bull. Jard. Bot. Buitenzorg, sér. 2, 28: 66 (1918)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,a772ebf2399a67c3b751d01210abd97d,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Trachypremnon Lindig,genus,synonym,Contr. Colomb. Cienc. 2: 34 (1861),NA,Cyathea Sm.,Cyatheaceae Kaulf.,f617cf1c68dc589b47467d9e07424119,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Trichipteris C. Presl,genus,synonym,"J. & C. Presl, Delic. Prag. 1: 172 (1822)",NA,Cyathea Sm.,Cyatheaceae Kaulf.,d0ba5100f6c5cc25ac7c16f55827e27e,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
xCyathidaria Caluff & Shelton,genus,synonym,Willdenowia 32: 282 (2002) (Cnemidaria x Cyathea),NA,Cyathea Sm.,Cyatheaceae Kaulf.,5b1b1a3292aeb1129be9a651c782c6f7,8c38ec485f837d9eae5f8d3118ae2bd2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Gymnosphaera Blume,genus,accepted,Enum. Pl. Javae 2: 242 (1828),"Distribution: Pantropics, mostly Old World (many Madagascar), only 2 neotropical. The genus has been demonstrated to be separate from Alsophila by Loiseau et al. 2019",NA,Cyatheaceae Kaulf.,b69d8c3e1d788404f291bfbde6e28fc2,NA,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Sphaeropteris Bernh.,genus,accepted,J. Bot. (Schrader) 1800(2): 122 (1801),"Distribution: Mostly tropical Old World, very few tropical America. The genus is frequently included in Cyathea s. lat., but PPG-I separates it again. See also Korall et al. (2007 and 2013).",NA,Cyatheaceae Kaulf.,e9288e582de7db82a54d2348aae540b2,NA,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Cyathea subgen. Sphaeropteris (Bernh.) Holttum,genus,synonym,"Fl. Males. Ser. 2, 1: 124 (1963)",NA,Sphaeropteris Bernh.,Cyatheaceae Kaulf.,a1ab656a50758c162963f0a0b73c2f8d,e9288e582de7db82a54d2348aae540b2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Eatoniopteris J. Bommer,genus,ambiguous synonym,Bull. Soc. Bot. France 20: 19 (1873),NA,Sphaeropteris Bernh.,Cyatheaceae Kaulf.,33507cb34ae0994ce9634a6b5a359e48,e9288e582de7db82a54d2348aae540b2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Fourniera J. Bommer,genus,ambiguous synonym,Bull. Soc. Bot. France 20 (1873),NA,Sphaeropteris Bernh.,Cyatheaceae Kaulf.,80a54ec1c2fddf5bc4950b24a9bd8a91,e9288e582de7db82a54d2348aae540b2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Schizocaena J. Sm.,genus,ambiguous synonym,"Hook. & Baker, Gen. Fil. t. 2 (1838)",NA,Sphaeropteris Bernh.,Cyatheaceae Kaulf.,dc75fab9711c1b13fe4ecdcb5715726b,e9288e582de7db82a54d2348aae540b2,13bc7f0a4838a96e1e2fdff6b9fb4838,NA,NA,NA
Dicksoniaceae M. R. Schomb.,family,accepted,"Reis. Br.-Guiana 2: 1047 (1848), nom. cons.","3 genera, ca. 35 spp.",NA,Cyatheales A. B. Frank,6c4653e3bf858858b7a29de384e343a9,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Cyatheaceae Subfamily Dicksonieae Gaudich.,family,synonym,Voy. Uranie [Freycinet] 367 (1829),NA,Dicksoniaceae M. R. Schomb.,Cyatheales A. B. Frank,a7e1ba6e42c9305d6cb8db6b0714f05a,6c4653e3bf858858b7a29de384e343a9,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Lophosoriaceae Pic. Serm.,family,synonym,Webbia 24: 700 (1970),NA,Dicksoniaceae M. R. Schomb.,Cyatheales A. B. Frank,683b17e39846c6558a67e364c614a54d,6c4653e3bf858858b7a29de384e343a9,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Calochlaena (Maxon) R. A. White & M. D. Turner,genus,accepted,Amer. Fern J. 78: 91 (1988),Distribution: Philippines and Java to Australia and Samoa,NA,Dicksoniaceae M. R. Schomb.,576c482e9ba1d52cc4bb4c13ee1b9a70,NA,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Culcita subgen. Calochlaena Maxon,genus,synonym,J. Washington Acad. Sci. 12: 459 (1922),NA,Calochlaena (Maxon) R. A. White & M. D. Turner,Dicksoniaceae M. R. Schomb.,325808524dcb833ded2af907fec212e6,576c482e9ba1d52cc4bb4c13ee1b9a70,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Dicksonia L'Hér.,genus,accepted,Sert. Angl. 30 (1788),"Distribution: Neotropics, St. Helena, Java, Philippines, Australia (2), New Zealand (3), New Caledonia (4), Pacific. Revision for Neotropis: Noben et al. (2018)",NA,Dicksoniaceae M. R. Schomb.,482f6e63c04caf2037f64f8efc8e6708,NA,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Balantium Kaulf.,genus,synonym,Enum. Filic. 228 (1824) (p. p.),NA,Dicksonia L'Hér.,Dicksoniaceae M. R. Schomb.,f882b7cbb4f42a770e3a9258b5915ae1,482f6e63c04caf2037f64f8efc8e6708,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Lophosoria C. Presl,genus,accepted,Gefässb. Stipes Farrnkr. 36 (1847),1-4 spp. neotropical,NA,Dicksoniaceae M. R. Schomb.,fab1b14cccd8e90d19c01476835b4d09,NA,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Trichosorus Liebm.,genus,synonym,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afh., ser. 5, 1: 281 (1849) (nom. superfl.",NA,Lophosoria C. Presl,Dicksoniaceae M. R. Schomb.,339fad3dcc847f37668b82708536638a,fab1b14cccd8e90d19c01476835b4d09,6c4653e3bf858858b7a29de384e343a9,NA,NA,NA
Loxsomataceae C. Presl,family,accepted,"Gefässb. Stipes Farrnkr. 31 (1847) (Loxomataceae, err.)","2 genera, 2 spp.",NA,Cyatheales A. B. Frank,89edd3910303fa367a7976567856d7ba,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Loxsoma R. Br.,genus,accepted,"A. Cunn., Hook., Comp. Bot. Mag. 2: 366 (1836) (Loxoma, err.)",Distribution: New Zealand,NA,Loxsomataceae C. Presl,b2d19913a8232ff6cb3951f4402f038a,NA,89edd3910303fa367a7976567856d7ba,NA,NA,NA
Loxsomopsis Christ,genus,accepted,"Bull. Herb. Boissier, sér, 2, 4: 399 (1904)",Distribution: South America,NA,Loxsomataceae C. Presl,f5a9d22b57583884add7b5a6a4b5adde,NA,89edd3910303fa367a7976567856d7ba,NA,NA,NA
Metaxyaceae Pic. Serm.,family,accepted,Webbia 24: 701 (1970),"1 genus, 6 spp.",NA,Cyatheales A. B. Frank,1f7bfaaf530e0a26fa495801a19633d4,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Metaxya C. Presl,genus,accepted,Tent. Pterid. 59 (1836),Distribution: trop. America. Revision: Cárdenas et al. (2016). Checklist revised by H. Tuomisto (2021),NA,Metaxyaceae Pic. Serm.,e33fd2f39c21998be3cca276caaf471c,NA,1f7bfaaf530e0a26fa495801a19633d4,NA,NA,NA
Amphidesmium J. Sm.,genus,synonym,Ferns Brit. For. 167 (1866),NA,Metaxya C. Presl,Metaxyaceae Pic. Serm.,8ae3fe56bb55a0877334eb76d44e31c0,e33fd2f39c21998be3cca276caaf471c,1f7bfaaf530e0a26fa495801a19633d4,NA,NA,NA
Plagiogyriaceae Bower,family,accepted,Ann. Bot. (London) 40: 484 (1926),"1 genus, 12 spp.",NA,Cyatheales A. B. Frank,8feec7998727c2e98d7434efb05376b2,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Plagiogyria (Kunze) Mett.,genus,accepted,Abh. Senckenb. Naturf. Ges. 2: 265 (1858),"Distribution: Mostly Japan, China, Malesia, India, 1 neotropical",NA,Plagiogyriaceae Bower,ec5d9c8b6411c29d5b65447ec3534373,NA,8feec7998727c2e98d7434efb05376b2,NA,NA,NA
Lomaria sect. Plagiogyria Kunze,genus,synonym,"Farrnkr. 2: 61, 63 (1850)",NA,Plagiogyria (Kunze) Mett.,Plagiogyriaceae Bower,c9d9e5504830224edb83e74ef1130a5b,ec5d9c8b6411c29d5b65447ec3534373,8feec7998727c2e98d7434efb05376b2,NA,NA,NA
Polygramma C. Presl,genus,synonym,Abh. Königl. Böhm. Ges. Wiss. 5(6) (Epim. Bot.): 156 (1851),NA,Plagiogyria (Kunze) Mett.,Plagiogyriaceae Bower,5e665a2023917093dd0d93c885c413de,ec5d9c8b6411c29d5b65447ec3534373,8feec7998727c2e98d7434efb05376b2,NA,NA,NA
Thyrsopteridaceae C. Presl,family,accepted,Gefässb. Stipes Farrnkr. 22 (in adnot.) 38 (1847),"1 genus, 1 sp.",NA,Cyatheales A. B. Frank,473c09a0e5489f1243625146c91333fd,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA
Thyrsopteris Kunze,genus,accepted,Linnaea 9: 507 (1834),Distribution: Juan Fdz. Isl.,NA,Thyrsopteridaceae C. Presl,84b6c4aeb0f828e057e363f289ce97dd,NA,473c09a0e5489f1243625146c91333fd,NA,NA,NA
Chonta Molina,genus,synonym,Saggio storia nat. Chile 156 (1782),NA,Thyrsopteris Kunze,Thyrsopteridaceae C. Presl,863ba91acc093d5a6f5933e7d248787d,84b6c4aeb0f828e057e363f289ce97dd,473c09a0e5489f1243625146c91333fd,NA,NA,NA
Panicularia Colla,genus,synonym,Mém. Acad. Torino 39: 33 (1836) (non F. 1763),NA,Thyrsopteris Kunze,Thyrsopteridaceae C. Presl,8e7ab0137d77cacb7c1a2ae7057da5a3,84b6c4aeb0f828e057e363f289ce97dd,473c09a0e5489f1243625146c91333fd,NA,NA,NA
Polypodiales Link,order,accepted,Hort. Berol. 2: 5 (1833) (Polypodiaceae),NA,NA,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA,NA
Aspleniales Pic. Serm. ex Reveal,order,synonym,Phytologia 79: 72 (1996) (Order),NA,Polypodiales Link,NA,c3b108615329c5fa9b517ed1e985c316,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Athyriales Shmakov,order,synonym,Turczaninowia 4: 55 (2001) (Order),NA,Polypodiales Link,NA,50fd0eaf988e7f2353e337fa4d0a5545,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Blechnales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 175 (1993) (Order),NA,Polypodiales Link,NA,98511c8352b2509288fed13590e5d2e3,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Dennstaedtiales Doweld,order,synonym,Tent. Syst. Pl. Vasc. x (2001) (Order),NA,Polypodiales Link,NA,9be0fe3bf003cb779026cb26d5d8fc1e,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Dryopteridales Shmakov,order,synonym,"Turczaninowia 4: 66, 67 (2001) (Order)",NA,Polypodiales Link,NA,947a79498bab4d770cc16192fe32a3d9,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Filicales Dumort.,order,synonym,"Anal. Fam. Pl. 67 (1829), nom. illeg.",NA,Polypodiales Link,NA,9cff7afeaee9a79532938404ff4c994b,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Lindsaeales Doweld,order,synonym,New Syllabus: 353 (2006) (Order),NA,Polypodiales Link,NA,9477ef0a8c6311df93f96da62067f89e,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Lonchitidales Doweld,order,synonym,New Syllabus: 353 (2006) (Order),NA,Polypodiales Link,NA,bea9d350918fc141d28d45bb91f3676d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Monachosorales Doweld,order,synonym,New Syllabus: 356 (2006) (Order),NA,Polypodiales Link,NA,7cfbfbf7849b31af9df82b17441812d6,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Negripteridales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 176 (1993) (Order),NA,Polypodiales Link,NA,3b9aba7c67980759f21f2743de5a27b4,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Osmundineae Bessey,order,synonym,Bot. High Schools: 377. 14–21 (1880) (Osmundaceae) (Suborder),NA,Polypodiales Link,NA,28d687b2e5c8bc8c415374629d38cebe,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Parkeriales A. B. Frank,order,synonym,"Syn. Pflanzenkd. (Leunis) ed. 2, 3: 1452, 1458 (Parkeriaceae) (1887) (Order)",NA,Polypodiales Link,NA,6c002cdd724e69d8b10eb10eb129a914,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Platyzomatales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 176 (1993) (Order),NA,Polypodiales Link,NA,e98abe75fefb3ab5c1c5facbeae39b02,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Pteridales Doweld,order,synonym,Tent. Syst. Pl. Vasc. xi (2001) (Order),NA,Polypodiales Link,NA,5312c772bd31a82aa8a7d42b4af6ea75,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Pteridopsida Ritgen,order,synonym,Aufeinanderfolge Org. Gest.: 63 (1828) (Filices s. Pterides) (Class),NA,Polypodiales Link,NA,f7924f0e33ae8b593df386112ce75e3b,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Saccolomatales Doweld,order,synonym,New Syllabus: 354 (2006) (Order),NA,Polypodiales Link,NA,89138cede609a9da73440bb0802a0450,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Thelypteridales Doweld,order,synonym,Tent. Syst. Pl. Vasc. xi (2001) (Order),NA,Polypodiales Link,NA,4c147c597e27695e30d34cc060bae9d7,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA,NA
Aspleniaceae Newman,family,accepted,Hist. Brit. Ferns 6 (1840),"2(-6) genera, ca. 750 spp.",NA,Polypodiales Link,b183cd1d026cbf29dbc3497c54d829dd,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Asplenium L.,genus,accepted,Sp. Pl. 2: 1078 (1753),Distribution: Worldwide. Inclusion of all formerly separate satellite genera fide Smith et al. (2006) and other recent authors. The separation of Hymenasplenium remains controversial.,NA,Aspleniaceae Newman,a4d270a3ef24d633f42a82d59e312928,NA,b183cd1d026cbf29dbc3497c54d829dd,NA,NA,NA
